Customer,date,Consumption Category,Time,value
1,2011-05-06,GC,14:00,0.191
1,2011-05-14,GC,14:00,0.123
1,2010-11-29,GC,14:00,0.292
1,2010-11-11,GC,14:00,0.124
1,2010-10-03,GC,14:00,0.139
1,2010-11-19,GC,14:00,0.665
1,2010-11-08,GC,14:00,0.157
1,2010-10-06,GC,14:00,0.342
1,2010-08-02,GC,14:00,0.345
1,2011-04-25,GC,14:00,0.15
1,2011-02-15,GC,14:00,0.196
1,2010-07-07,GC,14:00,2.052
1,2011-02-25,GC,14:00,0.305
1,2011-01-04,GC,14:00,0.337
1,2010-12-02,GC,14:00,0.193
1,2011-05-16,GC,14:00,0.347
1,2011-06-26,GC,14:00,0.217
1,2011-04-30,GC,14:00,0.422
1,2010-10-07,GC,14:00,0.083
1,2011-01-23,GC,14:00,0.15
1,2011-04-08,GC,14:00,0.172
1,2010-09-26,GC,14:00,0.14
1,2010-11-07,GC,14:00,0.219
1,2011-04-05,GC,14:00,0.161
1,2011-02-16,GC,14:00,0.146
1,2010-07-06,GC,14:00,0.588
1,2010-11-27,GC,14:00,0.157
1,2011-04-12,GC,14:00,0.068
1,2010-09-21,GC,14:00,0.218
1,2011-05-02,GC,14:00,0.085
1,2011-03-17,GC,14:00,0.423
1,2011-01-25,GC,14:00,0.254
1,2010-12-04,GC,14:00,0.121
1,2010-07-13,GC,14:00,0.973
1,2011-05-01,GC,14:00,0.077
1,2011-05-27,GC,14:00,0.084
1,2011-02-28,GC,14:00,0.298
1,2010-12-16,GC,14:00,0.266
1,2011-02-06,GC,14:00,0.18
1,2011-06-13,GC,14:00,0.068
1,2011-03-18,GC,14:00,0.263
1,2011-05-25,GC,14:00,0.168
1,2010-08-11,GC,14:00,0.914
1,2011-01-13,GC,14:00,0.463
1,2011-05-26,GC,14:00,0.075
1,2011-04-18,GC,14:00,0.19
1,2010-12-17,GC,14:00,0.373
1,2011-04-26,GC,14:00,0.176
1,2010-09-05,GC,14:00,0.393
1,2010-10-21,GC,14:00,0.252
1,2010-09-06,GC,14:00,0.232
1,2011-06-12,GC,14:00,0.034
1,2010-12-18,GC,14:00,0.036
1,2010-10-09,GC,14:00,0.109
1,2010-11-06,GC,14:00,0.392
1,2010-09-30,GC,14:00,0.45
1,2010-07-30,GC,14:00,1.721
1,2010-10-08,GC,14:00,0.125
1,2011-04-02,GC,14:00,0.349
1,2011-01-20,GC,14:00,0.158
1,2010-07-25,GC,14:00,0.076
1,2010-10-13,GC,14:00,0.4
1,2010-11-13,GC,14:00,0.204
1,2011-03-26,GC,14:00,0.119
1,2010-07-22,GC,14:00,1.6
1,2010-09-28,GC,14:00,0.11
1,2011-02-11,GC,14:00,0.078
1,2011-04-28,GC,14:00,0.114
1,2011-01-30,GC,14:00,0.202
1,2011-01-26,GC,14:00,0.188
1,2011-06-17,GC,14:00,0.387
1,2010-10-14,GC,14:00,0.216
1,2010-08-13,GC,14:00,0.967
1,2010-08-12,GC,14:00,0.496
1,2010-07-18,GC,14:00,0.286
1,2011-04-06,GC,14:00,0.278
1,2011-06-20,GC,14:00,0.144
1,2011-04-10,GC,14:00,0.211
1,2011-04-04,GC,14:00,0.215
1,2010-07-21,GC,14:00,0.396
1,2011-04-09,GC,14:00,0.331
1,2010-09-25,GC,14:00,0.177
1,2011-02-18,GC,14:00,0.222
1,2011-06-23,GC,14:00,0.091
1,2010-07-28,GC,14:00,0.852
1,2010-10-02,GC,14:00,0.158
1,2010-11-21,GC,14:00,0.237
1,2011-05-05,GC,14:00,0.078
1,2011-02-20,GC,14:00,0.63
1,2010-10-16,GC,14:00,0.336
1,2011-05-04,GC,14:00,0.031
1,2011-02-14,GC,14:00,0.168
1,2010-07-15,GC,14:00,0.253
1,2011-02-19,GC,14:00,0.296
1,2010-08-04,GC,14:00,0.271
1,2010-07-31,GC,14:00,0.125
1,2010-10-10,GC,14:00,1.288
1,2010-11-10,GC,14:00,0.267
1,2011-04-29,GC,14:00,0.365
1,2010-09-19,GC,14:00,0.399
1,2011-01-13,GC,14:30,0.492
1,2010-09-13,GC,14:30,0.216
1,2010-10-21,GC,14:30,0.086
1,2010-07-16,GC,14:30,1.246
1,2010-11-05,GC,14:30,0.194
1,2011-02-15,GC,14:30,0.19
1,2010-12-28,GC,14:30,0.125
1,2010-08-26,GC,14:30,0.327
1,2011-01-18,GC,14:30,0.167
1,2011-01-28,GC,14:30,0.061
1,2010-07-27,GC,14:30,0.248
1,2011-06-02,GC,14:30,0.047
1,2011-06-23,GC,14:30,0.033
1,2010-11-17,GC,14:30,0.165
1,2011-04-11,GC,14:30,0.43
1,2010-12-29,GC,14:30,0.138
1,2011-04-20,GC,14:30,0.38
1,2010-08-17,GC,14:30,0.227
1,2010-10-04,GC,14:30,0.196
1,2010-11-11,GC,14:30,0.309
1,2010-12-27,GC,14:30,0.117
1,2010-10-24,GC,14:30,0.198
1,2011-01-08,GC,14:30,0.214
1,2011-05-17,GC,14:30,0.104
1,2011-05-15,GC,14:30,0.184
1,2011-02-26,GC,14:30,0.395
1,2010-12-01,GC,14:30,0.243
1,2011-03-22,GC,14:30,0.199
1,2011-06-15,GC,14:30,0.024
1,2010-10-15,GC,14:30,0.148
1,2010-12-10,GC,14:30,0.302
1,2010-12-02,GC,14:30,0.17
1,2010-09-06,GC,14:30,0.128
1,2010-08-03,GC,14:30,0.419
1,2011-06-14,GC,14:30,0.07
1,2010-10-29,GC,14:30,0.143
1,2011-05-19,GC,14:30,0.096
1,2011-03-03,GC,14:30,0.039
1,2011-05-07,GC,14:30,0.105
1,2010-08-28,GC,14:30,0.304
1,2010-10-11,GC,14:30,0.376
1,2011-03-11,GC,14:30,0.169
1,2011-01-07,GC,14:30,0.126
1,2011-03-10,GC,14:30,0.093
1,2010-08-27,GC,14:30,0.398
1,2011-03-19,GC,14:30,0.419
1,2010-09-24,GC,14:30,0.843
1,2010-08-02,GC,14:30,0.346
1,2011-05-22,GC,14:30,0.136
1,2010-07-14,GC,14:30,1.36
1,2010-07-20,GC,14:30,0.084
1,2011-04-30,GC,14:30,0.427
1,2010-07-04,GC,14:30,0.538
1,2010-10-05,GC,14:30,0.225
1,2010-09-21,GC,14:30,0.278
1,2010-07-10,GC,14:30,0.22
1,2010-09-07,GC,14:30,0.22
1,2011-03-26,GC,14:30,0.326
1,2011-06-22,GC,14:30,0.067
1,2011-04-06,GC,14:30,0.318
1,2011-02-17,GC,14:30,0.123
1,2010-11-01,GC,14:30,0.358
1,2011-03-04,GC,14:30,0.303
1,2011-05-02,GC,14:30,0.028
1,2010-08-16,GC,14:30,0.545
1,2011-04-17,GC,14:30,0.454
1,2011-04-26,GC,14:30,0.389
1,2010-11-03,GC,14:30,0.466
1,2010-07-17,GC,14:30,0.09
1,2011-03-09,GC,14:30,0.315
1,2010-10-06,GC,14:30,0.156
1,2010-11-12,GC,14:30,0.08
1,2011-04-23,GC,14:30,0.183
1,2011-06-03,GC,14:30,0.023
1,2011-01-06,GC,14:30,0.121
1,2010-08-25,GC,14:30,0.107
1,2011-05-06,GC,14:30,0.072
1,2010-12-30,GC,14:30,0.101
1,2011-04-07,GC,14:30,0.166
1,2010-08-24,GC,14:30,0.111
1,2011-02-08,GC,14:30,0.1
1,2010-09-19,GC,14:30,0.236
1,2011-02-01,GC,14:30,0.279
1,2010-11-18,GC,14:30,0.089
1,2011-06-01,GC,14:30,0.106
1,2011-03-24,GC,14:30,0.2
1,2010-12-07,GC,14:30,0.185
1,2010-09-16,GC,14:30,0.336
1,2011-05-26,GC,14:30,0.145
1,2010-11-30,GC,14:30,0.166
1,2011-01-23,GC,14:30,0.294
1,2010-08-11,GC,14:30,0.837
1,2010-11-07,GC,14:30,0.184
1,2010-11-04,GC,14:30,0.472
1,2011-03-28,GC,14:30,0.39
1,2011-01-24,GC,14:30,0.098
1,2011-06-28,GC,14:30,1.769
1,2010-07-09,GC,14:30,0.638
1,2010-08-09,GC,14:30,0.081
1,2011-01-14,GC,14:30,0.345
1,2011-02-28,GC,14:30,0.182
1,2010-11-28,GC,14:30,0.059
1,2010-12-14,GC,14:30,0.205
1,2011-04-14,GC,14:30,0.628
1,2011-03-18,GC,14:30,0.172
1,2010-07-08,GC,14:30,1.177
1,2011-05-14,GC,14:30,0.085
1,2010-07-06,GC,14:30,0.837
1,2010-07-19,GC,14:30,1.893
1,2011-02-06,GC,14:30,0.197
1,2010-07-22,GC,14:30,2.173
1,2011-02-21,GC,14:30,0.144
1,2010-09-09,GC,14:30,0.388
1,2011-02-13,GC,14:30,0.176
1,2010-11-26,GC,14:30,0.198
1,2010-09-12,GC,14:30,0.404
1,2010-09-22,GC,14:30,0.168
1,2010-12-11,GC,14:30,0.12
1,2011-05-24,GC,14:30,0.074
1,2011-01-17,GC,14:30,0.131
1,2011-03-17,GC,14:30,0.375
1,2011-04-27,GC,14:30,0.298
1,2010-10-20,GC,14:30,0.245
1,2010-12-15,GC,14:30,0.359
1,2011-04-18,GC,14:30,0.256
1,2011-01-16,GC,14:30,0.154
1,2010-09-27,GC,14:30,0.143
1,2010-07-03,GC,14:30,0.786
1,2011-02-20,GC,14:30,0.399
1,2011-05-20,GC,14:30,0.154
1,2011-05-21,GC,14:30,0.596
1,2011-02-22,GC,14:30,0.116
1,2011-06-26,GC,14:30,0.633
1,2010-11-08,GC,14:30,0.082
1,2010-07-15,GC,14:30,0.112
1,2011-04-29,GC,14:30,0.3
1,2011-05-23,GC,14:30,0.173
1,2010-10-19,GC,14:30,1.436
1,2011-02-05,GC,14:30,0.219
1,2010-11-29,GC,14:30,0.28
1,2010-11-27,GC,14:30,0.138
1,2011-03-29,GC,14:30,0.127
1,2010-09-08,GC,14:30,0.31
1,2011-02-14,GC,14:30,0.187
1,2010-09-11,GC,14:30,0.085
1,2011-01-22,GC,14:30,0.258
1,2010-09-26,GC,14:30,0.114
1,2011-06-19,GC,14:30,0.094
1,2011-01-21,GC,14:30,0.188
1,2010-12-12,GC,14:30,0.091
1,2010-12-17,GC,14:30,0.22
1,2011-03-21,GC,14:30,0.256
1,2010-11-02,GC,14:30,0.505
1,2010-08-08,GC,14:30,0.579
1,2011-03-30,GC,14:30,0.151
1,2010-08-10,GC,14:30,0.169
1,2011-02-25,GC,14:30,0.112
1,2010-09-23,GC,14:30,0.181
1,2010-10-14,GC,14:30,0.278
1,2011-04-01,GC,14:30,0.254
1,2011-03-23,GC,14:30,0.43
1,2011-01-15,GC,14:30,0.158
1,2011-05-13,GC,14:30,0.211
1,2010-08-01,GC,14:30,0.126
1,2010-07-01,GC,14:30,1.068
1,2011-03-20,GC,14:30,0.276
1,2011-05-25,GC,14:30,0.677
1,2010-08-07,GC,14:30,0.178
1,2011-05-16,GC,14:30,0.131
1,2011-05-12,GC,14:30,0.08
1,2011-04-13,GC,14:30,0.184
1,2011-03-31,GC,14:30,0.48
1,2010-09-14,GC,14:30,0.098
1,2010-12-09,GC,14:30,0.117
1,2010-12-13,GC,14:30,0.151
1,2010-09-10,GC,14:30,0.087
1,2010-09-25,GC,14:30,0.248
1,2011-02-27,GC,14:30,0.032
1,2010-12-16,GC,14:30,0.066
1,2010-07-02,GC,14:30,1.154
1,2011-02-12,GC,14:30,0.18
1,2011-06-13,GC,14:30,0.051
1,2010-07-21,GC,14:30,1.567
1,2011-05-29,GC,14:30,0.276
1,2010-09-03,GC,14:30,0.527
1,2011-05-27,GC,14:30,0.152
1,2010-11-21,GC,14:30,0.152
1,2010-09-20,GC,14:30,1.614
1,2010-11-24,GC,14:30,0.315
1,2010-12-03,GC,14:30,0.131
1,2011-01-27,GC,14:30,0.162
1,2010-10-02,GC,14:30,0.104
1,2011-05-09,GC,14:30,0.919
1,2011-05-31,GC,14:30,0.246
1,2010-12-24,GC,14:30,0.073
1,2010-12-23,GC,14:30,1.013
1,2011-03-13,GC,14:30,0.081
1,2011-06-09,GC,14:30,0.042
1,2010-10-03,GC,14:30,0.508
1,2010-10-17,GC,14:30,0.357
1,2011-04-05,GC,14:30,0.303
1,2011-05-08,GC,14:30,0.164
1,2011-02-18,GC,14:30,0.162
1,2011-06-27,GC,14:30,0.101
1,2010-08-06,GC,14:30,0.102
1,2011-05-01,GC,14:30,0.053
1,2010-12-19,GC,14:30,0.123
1,2010-10-22,GC,14:30,0.33
1,2011-01-20,GC,14:30,0.253
1,2011-06-11,GC,14:30,0.064
1,2011-06-18,GC,14:30,0.083
1,2011-02-03,GC,14:30,0.174
1,2010-12-08,GC,14:30,0.115
1,2011-06-21,GC,14:30,0.112
1,2010-07-31,GC,14:30,0.087
1,2010-12-18,GC,14:30,0.138
1,2011-06-20,GC,14:30,0.533
1,2010-11-25,GC,14:30,0.178
1,2011-01-25,GC,14:30,0.176
1,2010-09-05,GC,14:30,0.085
1,2011-04-16,GC,14:30,0.124
1,2011-01-12,GC,14:30,0.456
1,2011-03-16,GC,14:30,0.062
1,2011-05-11,GC,14:30,0.113
1,2011-06-12,GC,14:30,0.054
1,2010-10-18,GC,14:30,0.394
1,2011-04-19,GC,14:30,0.095
1,2010-08-29,GC,14:30,0.099
1,2010-09-28,GC,14:30,0.145
1,2010-12-20,GC,14:30,0.155
1,2010-08-12,GC,14:30,0.36
1,2010-07-23,GC,14:30,1.872
1,2010-08-14,GC,14:30,0.129
1,2011-03-02,GC,14:30,0.071
1,2011-01-10,GC,14:30,0.137
1,2010-10-12,GC,14:30,0.131
1,2010-09-01,GC,14:30,0.946
1,2011-05-30,GC,14:30,0.935
1,2011-03-14,GC,14:30,0.212
1,2010-11-06,GC,14:30,0.108
1,2011-02-07,GC,14:30,0.112
1,2011-03-27,GC,14:30,0.136
1,2010-11-22,GC,14:30,0.414
1,2011-01-26,GC,14:30,0.302
1,2011-04-12,GC,14:30,0.173
1,2010-10-01,GC,14:30,0.25
1,2010-07-05,GC,14:30,1.9
1,2010-10-30,GC,14:30,0.241
1,2010-10-23,GC,14:30,0.141
1,2011-03-01,GC,14:30,0.112
1,2010-09-04,GC,14:30,0.406
1,2011-06-29,GC,14:30,0.939
1,2010-07-11,GC,14:30,0.24
1,2010-09-15,GC,14:30,0.142
1,2011-04-02,GC,14:30,0.123
1,2010-11-10,GC,14:30,0.403
1,2011-06-25,GC,14:30,0.034
1,2010-09-30,GC,14:30,0.398
1,2010-07-28,GC,14:30,1.799
1,2011-02-11,GC,14:30,0.177
1,2010-08-30,GC,14:30,0.387
1,2010-08-31,GC,14:30,0.08
1,2010-08-15,GC,14:30,0.091
1,2011-06-10,GC,14:30,0.022
1,2011-02-23,GC,14:30,0.064
1,2010-12-04,GC,14:30,0.447
1,2011-03-12,GC,14:30,0.146
1,2011-01-09,GC,14:30,0.235
1,2011-04-24,GC,14:30,0.234
1,2010-12-25,GC,14:30,0.139
1,2010-11-20,GC,14:30,0.062
1,2011-06-17,GC,14:30,0.083
1,2010-07-29,GC,14:30,0.123
1,2010-07-24,GC,14:30,0.415
1,2011-04-04,GC,14:30,0.331
1,2011-05-05,GC,14:30,0.032
1,2010-11-19,GC,14:30,0.357
1,2011-06-06,GC,14:30,0.069
1,2011-04-09,GC,14:30,0.124
1,2011-03-05,GC,14:30,0.103
1,2010-10-09,GC,14:30,0.121
1,2011-06-30,GC,14:30,0.237
1,2010-11-13,GC,14:30,0.235
1,2010-08-20,GC,14:30,0.13
1,2011-03-06,GC,14:30,0.103
1,2010-10-10,GC,14:30,1.81
1,2011-06-07,GC,14:30,0.067
1,2010-11-16,GC,14:30,0.128
1,2011-06-16,GC,14:30,0.406
1,2010-07-26,GC,14:30,0.038
1,2011-05-03,GC,14:30,0.035
1,2010-09-18,GC,14:30,0.094
1,2010-10-28,GC,14:30,0.084
1,2010-08-18,GC,14:30,0.174
1,2011-02-24,GC,14:30,0.124
1,2011-01-29,GC,14:30,0.223
1,2011-02-04,GC,14:30,0.18
1,2011-01-04,GC,14:30,0.2
1,2011-06-08,GC,14:30,0.065
1,2010-07-12,GC,14:30,1.724
1,2011-05-18,GC,14:30,0.098
1,2011-04-21,GC,14:30,0.111
1,2010-10-08,GC,14:30,0.152
1,2011-01-02,GC,14:30,0.223
1,2010-12-05,GC,14:30,0.092
1,2010-11-14,GC,14:30,0.352
1,2011-03-25,GC,14:30,0.386
1,2011-04-10,GC,14:30,0.344
1,2011-01-19,GC,14:30,0.161
1,2011-05-04,GC,14:30,0.085
1,2011-06-05,GC,14:30,0.071
1,2010-08-05,GC,14:30,0.305
1,2010-08-22,GC,14:30,0.13
1,2010-07-25,GC,14:30,0.059
1,2011-03-07,GC,14:30,0.135
1,2010-10-26,GC,14:30,0.153
1,2011-01-05,GC,14:30,0.129
1,2010-08-21,GC,14:30,0.356
1,2011-01-03,GC,14:30,0.154
1,2011-04-22,GC,14:30,0.148
1,2010-10-27,GC,14:30,0.106
1,2011-02-10,GC,14:30,0.128
1,2011-01-11,GC,14:30,0.153
1,2011-04-03,GC,14:30,0.211
1,2011-04-25,GC,14:30,0.086
1,2010-10-13,GC,14:30,0.096
1,2010-11-09,GC,14:30,0.233
1,2011-05-10,GC,14:30,0.414
1,2010-10-31,GC,14:30,0.084
1,2010-09-29,GC,14:30,0.087
1,2011-02-02,GC,14:30,0.197
1,2011-02-19,GC,14:30,0.223
1,2010-12-21,GC,14:30,0.18
1,2011-03-15,GC,14:30,0.43
1,2011-05-28,GC,14:30,0.379
1,2010-08-04,GC,14:30,0.082
1,2010-07-30,GC,14:30,1.823
1,2010-07-13,GC,14:30,0.918
1,2010-07-18,GC,14:30,0.149
1,2010-08-13,GC,14:30,0.542
1,2010-09-02,GC,14:30,0.976
1,2010-12-22,GC,14:30,0.106
1,2010-11-23,GC,14:30,0.09
1,2010-12-26,GC,14:30,0.085
1,2011-01-31,GC,14:30,0.226
1,2011-01-01,GC,14:30,0.14
1,2011-04-08,GC,14:30,0.192
1,2010-12-06,GC,14:30,0.094
1,2010-10-25,GC,14:30,0.11
1,2011-04-28,GC,14:30,0.402
1,2011-06-24,GC,14:30,0.046
1,2011-02-16,GC,14:30,0.063
1,2011-06-04,GC,14:30,0.114
1,2010-10-16,GC,14:30,0.146
1,2010-08-19,GC,14:30,0.141
1,2010-12-31,GC,14:30,0.179
1,2011-04-15,GC,14:30,0.408
1,2010-11-15,GC,14:30,0.514
1,2011-03-08,GC,14:30,0.048
1,2010-07-07,GC,14:30,2.055
1,2011-02-09,GC,14:30,0.111
1,2010-09-17,GC,14:30,0.329
1,2011-01-30,GC,14:30,0.162
1,2010-08-23,GC,14:30,0.109
1,2010-10-07,GC,14:30,0.396
1,2011-02-05,GC,15:00,0.283
1,2010-09-15,GC,15:00,0.094
1,2011-03-01,GC,15:00,0.293
1,2010-07-30,GC,15:00,2.132
1,2010-11-24,GC,15:00,0.141
1,2010-07-31,GC,15:00,0.179
1,2011-02-01,GC,15:00,0.241
1,2010-12-15,GC,15:00,0.269
1,2010-11-04,GC,15:00,0.236
1,2010-09-03,GC,15:00,0.748
1,2010-11-06,GC,15:00,0.12
1,2010-07-18,GC,15:00,0.42
1,2011-05-28,GC,15:00,0.149
1,2010-12-17,GC,15:00,0.297
1,2011-04-01,GC,15:00,0.157
1,2011-05-20,GC,15:00,0.13
1,2010-09-26,GC,15:00,0.36
1,2011-03-15,GC,15:00,0.123
1,2011-05-16,GC,15:00,0.105
1,2011-02-20,GC,15:00,0.367
1,2010-08-11,GC,15:00,0.408
1,2011-04-25,GC,15:00,0.154
1,2011-02-02,GC,15:00,0.287
1,2010-12-20,GC,15:00,0.182
1,2010-09-29,GC,15:00,0.177
1,2011-04-03,GC,15:00,0.083
1,2010-10-31,GC,15:00,0.167
1,2011-05-10,GC,15:00,0.237
1,2010-07-12,GC,15:00,0.246
1,2011-04-28,GC,15:00,0.105
1,2011-06-12,GC,15:00,0.068
1,2011-03-14,GC,15:00,0.08
1,2011-02-07,GC,15:00,0.304
1,2011-04-13,GC,15:00,0.393
1,2011-06-11,GC,15:00,0.022
1,2010-11-26,GC,15:00,0.376
1,2010-10-21,GC,15:00,0.164
1,2010-10-22,GC,15:00,0.164
1,2010-09-20,GC,15:00,1.083
1,2011-06-20,GC,15:00,0.52
1,2011-04-18,GC,15:00,0.145
1,2010-09-06,GC,15:00,0.372
1,2011-04-04,GC,15:00,0.197
1,2010-08-06,GC,15:00,0.364
1,2011-06-03,GC,15:00,0.076
1,2010-07-09,GC,15:00,0.105
1,2010-10-01,GC,15:00,0.38
1,2010-07-07,GC,15:00,1.558
1,2010-10-16,GC,15:00,0.08
1,2010-07-10,GC,15:00,0.294
1,2011-06-25,GC,15:00,0.093
1,2010-09-19,GC,15:00,0.192
1,2010-08-04,GC,15:00,0.135
1,2010-08-12,GC,15:00,0.27
1,2010-08-13,GC,15:00,0.667
1,2011-01-26,GC,15:00,0.298
1,2010-07-29,GC,15:00,2.174
1,2011-05-29,GC,15:00,0.07
1,2010-09-07,GC,15:00,0.431
1,2010-12-16,GC,15:00,0.098
1,2010-07-13,GC,15:00,0.948
1,2010-11-01,GC,15:00,0.166
1,2011-04-19,GC,15:00,0.401
1,2010-07-20,GC,15:00,0.392
1,2010-07-05,GC,15:00,1.925
1,2011-06-17,GC,15:00,0.184
1,2010-09-01,GC,15:00,0.152
1,2010-12-23,GC,15:00,0.288
1,2010-10-12,GC,15:00,0.165
1,2010-12-22,GC,15:00,0.119
1,2011-05-24,GC,15:00,0.164
1,2011-04-24,GC,15:00,0.224
1,2011-02-06,GC,15:00,0.104
1,2011-05-26,GC,15:00,0.074
1,2011-04-12,GC,15:00,0.344
1,2010-12-21,GC,15:00,0.209
1,2011-03-18,GC,15:00,0.183
1,2010-10-14,GC,15:00,0.177
1,2011-01-24,GC,15:00,0.158
1,2011-01-10,GC,15:00,0.334
1,2011-03-24,GC,15:00,0.129
1,2011-05-12,GC,15:00,0.11
1,2010-11-27,GC,15:00,0.167
1,2010-12-08,GC,15:00,0.067
1,2011-03-17,GC,15:00,0.157
1,2011-06-26,GC,15:00,0.093
1,2010-11-02,GC,15:00,0.136
1,2010-09-04,GC,15:00,0.096
1,2010-07-25,GC,15:00,0.095
1,2011-04-16,GC,15:00,0.424
1,2010-12-25,GC,15:00,0.059
1,2010-09-02,GC,15:00,1.464
1,2010-10-13,GC,15:00,0.149
1,2011-03-13,GC,15:00,0.26
1,2010-07-06,GC,15:00,1.117
1,2010-09-21,GC,15:00,0.205
1,2011-05-09,GC,15:00,0.792
1,2011-02-04,GC,15:00,0.08
1,2010-07-08,GC,15:00,1.284
1,2010-09-28,GC,15:00,0.083
1,2010-12-24,GC,15:00,0.138
1,2010-10-02,GC,15:00,0.198
1,2010-08-10,GC,15:00,0.307
1,2010-09-08,GC,15:00,0.173
1,2011-05-19,GC,15:00,0.585
1,2011-06-16,GC,15:00,0.176
1,2011-01-12,GC,15:00,0.346
1,2010-12-03,GC,15:00,0.032
1,2011-05-31,GC,15:00,0.163
1,2011-03-02,GC,15:00,0.084
1,2011-05-17,GC,15:00,0.127
1,2011-06-19,GC,15:00,0.055
1,2011-01-27,GC,15:00,0.139
1,2010-08-31,GC,15:00,0.136
1,2011-04-14,GC,15:00,0.383
1,2011-05-30,GC,15:00,1.024
1,2011-06-21,GC,15:00,0.061
1,2010-09-30,GC,15:00,0.232
1,2011-02-14,GC,15:00,0.106
1,2010-08-30,GC,15:00,0.39
1,2010-11-29,GC,15:00,0.373
1,2010-10-30,GC,15:00,0.103
1,2010-11-21,GC,15:00,0.049
1,2011-06-10,GC,15:00,0.064
1,2010-09-27,GC,15:00,0.097
1,2011-03-16,GC,15:00,0.415
1,2011-05-25,GC,15:00,0.713
1,2010-11-28,GC,15:00,0.187
1,2010-12-18,GC,15:00,0.075
1,2011-02-27,GC,15:00,0.144
1,2010-11-10,GC,15:00,0.576
1,2010-08-15,GC,15:00,0.14
1,2011-01-14,GC,15:00,0.157
1,2010-11-20,GC,15:00,0.127
1,2010-08-01,GC,15:00,0.139
1,2011-04-26,GC,15:00,0.131
1,2011-06-22,GC,15:00,0.16
1,2011-02-18,GC,15:00,0.154
1,2011-04-02,GC,15:00,0.087
1,2011-01-17,GC,15:00,0.101
1,2011-01-09,GC,15:00,0.388
1,2011-02-24,GC,15:00,0.032
1,2010-12-19,GC,15:00,0.431
1,2011-01-23,GC,15:00,0.24
1,2011-04-11,GC,15:00,0.33
1,2011-05-08,GC,15:00,0.349
1,2010-07-03,GC,15:00,0.833
1,2010-11-09,GC,15:00,0.175
1,2010-10-23,GC,15:00,0.118
1,2010-09-25,GC,15:00,0.465
1,2011-01-08,GC,15:00,0.152
1,2010-08-29,GC,15:00,0.165
1,2011-06-29,GC,15:00,1.611
1,2011-05-02,GC,15:00,0.085
1,2011-01-20,GC,15:00,0.071
1,2011-02-19,GC,15:00,0.129
1,2010-08-14,GC,15:00,0.084
1,2011-04-17,GC,15:00,0.381
1,2010-07-19,GC,15:00,2.68
1,2010-09-05,GC,15:00,0.145
1,2011-05-01,GC,15:00,0.087
1,2010-12-09,GC,15:00,0.032
1,2010-10-29,GC,15:00,0.088
1,2011-05-07,GC,15:00,0.114
1,2011-03-12,GC,15:00,0.12
1,2011-02-11,GC,15:00,0.093
1,2011-01-25,GC,15:00,0.23
1,2010-10-03,GC,15:00,1.151
1,2011-06-28,GC,15:00,1.792
1,2011-02-28,GC,15:00,0.431
1,2010-12-26,GC,15:00,0.121
1,2010-09-24,GC,15:00,0.217
1,2010-12-07,GC,15:00,0.254
1,2010-11-25,GC,15:00,0.081
1,2010-08-28,GC,15:00,0.129
1,2011-05-11,GC,15:00,0.163
1,2010-10-26,GC,15:00,0.082
1,2011-02-12,GC,15:00,0.224
1,2011-01-13,GC,15:00,0.64
1,2011-04-05,GC,15:00,0.13
1,2010-11-08,GC,15:00,0.16
1,2011-01-11,GC,15:00,0.061
1,2011-03-23,GC,15:00,0.218
1,2011-06-04,GC,15:00,0.137
1,2010-10-24,GC,15:00,0.206
1,2010-10-20,GC,15:00,0.236
1,2010-07-04,GC,15:00,1.872
1,2010-07-27,GC,15:00,0.111
1,2011-03-04,GC,15:00,0.337
1,2010-11-03,GC,15:00,0.33
1,2010-08-26,GC,15:00,0.663
1,2010-07-16,GC,15:00,1.251
1,2011-01-21,GC,15:00,0.1
1,2010-11-05,GC,15:00,0.173
1,2010-10-15,GC,15:00,0.35
1,2010-10-10,GC,15:00,0.923
1,2011-01-16,GC,15:00,0.084
1,2011-06-07,GC,15:00,0.036
1,2011-02-09,GC,15:00,0.147
1,2011-02-16,GC,15:00,0.149
1,2011-03-07,GC,15:00,0.094
1,2011-01-05,GC,15:00,0.14
1,2011-01-30,GC,15:00,0.07
1,2010-12-10,GC,15:00,0.355
1,2010-08-09,GC,15:00,0.175
1,2011-05-21,GC,15:00,0.145
1,2011-04-09,GC,15:00,0.145
1,2011-03-29,GC,15:00,0.102
1,2010-10-27,GC,15:00,0.158
1,2011-01-02,GC,15:00,0.365
1,2010-08-19,GC,15:00,0.105
1,2010-10-08,GC,15:00,0.385
1,2010-10-17,GC,15:00,0.136
1,2010-09-18,GC,15:00,0.125
1,2010-11-17,GC,15:00,0.112
1,2011-02-13,GC,15:00,0.108
1,2011-04-07,GC,15:00,0.322
1,2011-03-09,GC,15:00,0.082
1,2011-02-03,GC,15:00,0.283
1,2010-10-19,GC,15:00,1.202
1,2010-10-04,GC,15:00,0.2
1,2010-11-19,GC,15:00,0.389
1,2011-01-28,GC,15:00,0.164
1,2011-03-10,GC,15:00,0.117
1,2010-10-05,GC,15:00,0.143
1,2010-12-14,GC,15:00,0.12
1,2010-09-17,GC,15:00,0.137
1,2011-06-01,GC,15:00,0.294
1,2010-11-23,GC,15:00,0.409
1,2011-05-03,GC,15:00,0.078
1,2011-01-22,GC,15:00,0.164
1,2011-02-15,GC,15:00,0.094
1,2010-07-17,GC,15:00,0.173
1,2011-06-09,GC,15:00,0.064
